@relation 'dataset-weka.filters.unsupervised.instance.imagefilter.SimpleColorHistogramFilter-DC:\\Users\\ngocl\\eclipse-workspace\\datn-be-weka.filters.unsupervised.attribute.Remove-R1'

@attribute 'RGB Color Histogram0' numeric
@attribute 'RGB Color Histogram1' numeric
@attribute 'RGB Color Histogram2' numeric
@attribute 'RGB Color Histogram3' numeric
@attribute 'RGB Color Histogram4' numeric
@attribute 'RGB Color Histogram5' numeric
@attribute 'RGB Color Histogram6' numeric
@attribute 'RGB Color Histogram7' numeric
@attribute 'RGB Color Histogram8' numeric
@attribute 'RGB Color Histogram9' numeric
@attribute 'RGB Color Histogram10' numeric
@attribute 'RGB Color Histogram11' numeric
@attribute 'RGB Color Histogram12' numeric
@attribute 'RGB Color Histogram13' numeric
@attribute 'RGB Color Histogram14' numeric
@attribute 'RGB Color Histogram15' numeric
@attribute 'RGB Color Histogram16' numeric
@attribute 'RGB Color Histogram17' numeric
@attribute 'RGB Color Histogram18' numeric
@attribute 'RGB Color Histogram19' numeric
@attribute 'RGB Color Histogram20' numeric
@attribute 'RGB Color Histogram21' numeric
@attribute 'RGB Color Histogram22' numeric
@attribute 'RGB Color Histogram23' numeric
@attribute 'RGB Color Histogram24' numeric
@attribute 'RGB Color Histogram25' numeric
@attribute 'RGB Color Histogram26' numeric
@attribute 'RGB Color Histogram27' numeric
@attribute 'RGB Color Histogram28' numeric
@attribute 'RGB Color Histogram29' numeric
@attribute 'RGB Color Histogram30' numeric
@attribute 'RGB Color Histogram31' numeric
@attribute 'RGB Color Histogram32' numeric
@attribute 'RGB Color Histogram33' numeric
@attribute 'RGB Color Histogram34' numeric
@attribute 'RGB Color Histogram35' numeric
@attribute 'RGB Color Histogram36' numeric
@attribute 'RGB Color Histogram37' numeric
@attribute 'RGB Color Histogram38' numeric
@attribute 'RGB Color Histogram39' numeric
@attribute 'RGB Color Histogram40' numeric
@attribute 'RGB Color Histogram41' numeric
@attribute 'RGB Color Histogram42' numeric
@attribute 'RGB Color Histogram43' numeric
@attribute 'RGB Color Histogram44' numeric
@attribute 'RGB Color Histogram45' numeric
@attribute 'RGB Color Histogram46' numeric
@attribute 'RGB Color Histogram47' numeric
@attribute 'RGB Color Histogram48' numeric
@attribute 'RGB Color Histogram49' numeric
@attribute 'RGB Color Histogram50' numeric
@attribute 'RGB Color Histogram51' numeric
@attribute 'RGB Color Histogram52' numeric
@attribute 'RGB Color Histogram53' numeric
@attribute 'RGB Color Histogram54' numeric
@attribute 'RGB Color Histogram55' numeric
@attribute 'RGB Color Histogram56' numeric
@attribute 'RGB Color Histogram57' numeric
@attribute 'RGB Color Histogram58' numeric
@attribute 'RGB Color Histogram59' numeric
@attribute 'RGB Color Histogram60' numeric
@attribute 'RGB Color Histogram61' numeric
@attribute 'RGB Color Histogram62' numeric
@attribute 'RGB Color Histogram63' numeric
@attribute class {Sofa,BanGhe,Giuong,Ke}

@data
123,9,0,0,10,10,0,0,0,0,0,0,0,0,0,0,7,7,0,0,14,240,11,0,0,9,12,0,0,0,0,0,0,0,0,0,0,14,7,0,0,21,255,12,0,0,9,13,0,0,0,0,0,0,0,0,0,0,11,6,0,0,17,143,BanGhe
255,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,24,77,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,24,67,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,31,150,BanGhe
241,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,48,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,50,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,255,BanGhe
28,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,255,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,28,227,14,0,0,3,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,227,BanGhe
92,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,189,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,167,7,0,0,2,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,255,BanGhe
92,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,189,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,167,7,0,0,2,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,255,BanGhe
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,BanGhe
37,7,0,0,9,8,0,0,0,0,0,0,0,0,0,0,5,8,0,0,19,255,6,0,0,13,9,0,0,0,0,0,0,0,0,0,0,11,4,0,0,32,245,16,0,0,10,18,0,0,0,0,0,0,0,0,0,0,14,9,0,0,20,249,BanGhe
166,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,77,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,7,87,5,0,0,6,7,0,0,0,0,0,0,0,0,0,0,5,4,0,0,10,255,BanGhe
10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,34,106,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,61,0,0,0,84,255,BanGhe
24,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,227,6,0,0,6,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,25,255,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,53,BanGhe
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,223,6,0,0,6,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,25,255,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,58,BanGhe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,18,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,22,0,0,0,27,86,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,255,BanGhe
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,25,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,20,82,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,255,BanGhe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,94,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,33,255,BanGhe
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,50,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,30,255,BanGhe
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,79,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,BanGhe
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,34,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,0,0,0,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,20,255,BanGhe
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,255,BanGhe
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,223,6,0,0,6,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,25,255,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,58,BanGhe
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,24,68,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,44,255,BanGhe
84,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,240,8,0,0,6,7,0,0,0,0,0,0,0,0,0,0,10,1,0,0,20,255,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,5,1,0,0,9,105,BanGhe
36,7,0,0,8,9,0,0,0,0,0,0,0,0,0,0,5,8,0,0,16,219,9,0,0,12,12,0,0,0,0,0,0,0,0,0,0,16,7,0,0,28,255,9,0,0,7,9,0,0,0,0,0,0,0,0,0,0,10,4,0,0,10,57,BanGhe
240,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,9,7,0,0,9,120,7,0,0,8,8,0,0,0,0,0,0,0,0,0,0,8,6,0,0,11,122,7,0,0,9,9,0,0,0,0,0,0,0,0,0,0,8,6,0,0,13,255,BanGhe
116,5,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,236,8,0,0,3,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,17,255,7,0,0,2,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,133,BanGhe
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,79,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,4,BanGhe
237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,BanGhe
237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,BanGhe
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,BanGhe
123,9,0,0,10,10,0,0,0,0,0,0,0,0,0,0,7,8,0,0,14,240,11,0,0,9,12,0,0,0,0,0,0,0,0,0,0,14,7,0,0,21,255,12,0,0,9,13,0,0,0,0,0,0,0,0,0,0,12,6,0,0,17,143,BanGhe
241,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,48,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,50,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,255,BanGhe
3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,45,115,1,0,0,3,5,0,0,0,0,0,0,0,0,0,2,61,1,0,0,88,255,BanGhe
28,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,255,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,28,227,14,0,0,3,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,227,BanGhe
92,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,189,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,167,7,0,0,2,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,255,BanGhe
92,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,189,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,167,7,0,0,2,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,255,BanGhe
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,BanGhe
37,7,0,0,9,8,0,0,0,0,0,0,0,0,0,0,5,8,0,0,19,255,6,0,0,13,9,0,0,0,0,0,0,0,0,0,0,10,4,0,0,32,245,16,0,0,10,19,0,0,0,0,0,0,0,0,0,0,14,9,0,0,20,249,BanGhe
166,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,77,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,7,88,5,0,0,6,7,0,0,0,0,0,0,0,0,0,0,5,4,0,0,10,255,BanGhe
24,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,227,6,0,0,6,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,25,255,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,53,BanGhe
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,223,6,0,0,6,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,25,255,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,58,BanGhe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,94,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,33,255,BanGhe
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,223,6,0,0,6,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,25,255,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,58,BanGhe
63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,9,46,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,10,2,0,0,13,69,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,12,2,0,0,26,255,BanGhe
84,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,240,8,0,0,6,7,0,0,0,0,0,0,0,0,0,0,10,1,0,0,20,255,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,5,1,0,0,9,105,BanGhe
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,0,0,59,94,0,0,0,1,0,0,0,0,0,0,1,0,0,0,25,55,2,0,0,28,105,3,0,0,6,5,0,0,0,0,0,0,0,0,0,3,31,7,0,0,27,255,BanGhe
176,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,31,3,0,0,14,68,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,20,3,0,0,14,79,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,18,4,0,0,19,255,BanGhe
36,7,0,0,8,9,0,0,0,0,0,0,0,0,0,0,5,7,0,0,16,218,9,0,0,12,12,0,0,0,0,0,0,0,0,0,0,16,7,0,0,28,255,9,0,0,7,9,0,0,0,0,0,0,0,0,0,0,9,4,0,0,10,57,BanGhe
240,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,9,7,0,0,9,120,7,0,0,8,8,0,0,0,0,0,0,0,0,0,0,8,6,0,0,11,122,7,0,0,9,9,0,0,0,0,0,0,0,0,0,0,8,6,0,0,13,255,BanGhe
94,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,39,0,0,0,37,66,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,99,0,0,0,44,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,4,BanGhe
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,50,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,30,255,BanGhe
102,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,38,0,0,0,33,60,1,0,0,0,9,0,0,0,0,0,0,0,0,0,12,93,0,0,0,47,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,4,BanGhe
102,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,38,0,0,0,33,60,1,0,0,0,9,0,0,0,0,0,0,0,0,0,12,93,0,0,0,47,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,4,BanGhe
154,1,0,0,8,16,0,0,0,0,0,0,0,0,0,0,34,0,0,0,35,128,5,0,0,1,15,0,0,0,0,0,0,0,0,0,11,79,1,0,0,53,255,14,0,0,0,5,0,0,0,0,0,0,0,0,0,6,29,1,0,0,10,27,BanGhe
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,49,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,0,0,85,255,26,0,0,0,19,0,0,0,0,0,0,0,0,0,0,64,0,0,0,50,137,BanGhe
107,3,0,0,17,25,0,0,0,0,0,0,0,0,0,0,38,1,0,0,43,95,3,0,0,2,15,0,0,0,0,0,0,0,0,0,14,98,3,0,0,57,255,14,0,0,1,2,0,0,0,0,0,0,0,0,0,1,14,1,0,0,3,6,BanGhe
255,6,0,0,6,7,0,0,0,0,0,0,0,0,0,0,28,5,0,0,18,102,5,0,0,6,7,0,0,0,0,0,0,0,0,0,0,22,4,0,0,19,96,5,0,0,5,7,0,0,0,0,0,0,0,0,0,0,21,4,0,0,24,192,BanGhe
159,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,31,0,0,0,25,79,2,0,0,1,14,0,0,0,0,0,0,0,0,0,10,63,1,0,0,49,255,13,0,0,0,2,0,0,0,0,0,0,0,0,0,6,23,0,0,0,6,24,BanGhe
255,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,58,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,63,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,227,BanGhe
255,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,58,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,63,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,227,BanGhe
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,BanGhe
168,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0,37,1,0,0,27,101,4,0,0,3,17,0,0,0,0,0,0,0,0,0,9,70,4,0,0,54,255,17,0,0,2,6,0,0,0,0,0,0,0,0,0,7,34,2,0,0,12,30,BanGhe
255,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,4,45,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,44,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6,220,BanGhe
215,0,0,0,29,87,0,0,0,0,0,0,0,0,0,0,90,0,0,0,70,126,1,0,0,1,4,0,0,0,0,0,0,0,0,0,42,98,0,0,0,149,255,83,0,0,0,68,0,0,0,0,0,0,0,0,0,59,237,3,0,0,63,98,BanGhe
255,1,0,0,9,15,0,0,0,0,0,0,0,0,0,0,46,0,0,0,32,119,2,0,0,3,9,0,0,0,0,0,0,0,0,0,21,71,0,0,0,61,212,52,0,0,0,39,0,0,0,0,0,0,0,0,0,34,127,4,0,0,71,174,BanGhe
5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,49,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,40,0,0,0,84,255,26,0,0,0,20,0,0,0,0,0,0,0,0,0,0,64,0,0,0,51,140,BanGhe
52,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,55,55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19,130,0,0,0,151,255,0,0,0,7,0,0,0,0,0,0,7,0,0,0,19,102,2,0,0,76,128,BanGhe
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,BanGhe
255,1,0,0,9,15,0,0,0,0,0,0,0,0,0,0,46,0,0,0,32,119,2,0,0,3,9,0,0,0,0,0,0,0,0,0,21,71,0,0,0,61,212,52,0,0,0,39,0,0,0,0,0,0,0,0,0,34,127,4,0,0,71,174,BanGhe
232,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,41,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,48,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,255,BanGhe
177,4,0,0,29,52,0,0,0,0,0,0,0,0,0,0,64,1,0,0,58,131,2,0,0,3,6,1,0,0,0,0,0,0,0,0,31,96,1,0,0,103,255,59,0,0,6,44,0,0,0,0,0,1,0,0,0,51,118,13,0,0,59,119,BanGhe
242,6,0,0,5,7,0,0,0,0,0,0,0,0,0,0,30,4,0,0,17,92,5,0,0,5,7,0,0,0,0,0,0,0,0,0,1,23,4,0,0,20,94,5,0,0,5,9,0,0,0,0,0,0,0,0,0,1,25,4,0,0,33,255,BanGhe
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,48,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,21,0,0,3,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,15,0,0,0,255,241,BanGhe
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,45,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,23,0,0,2,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,19,0,0,0,240,255,BanGhe
94,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,39,0,0,0,37,66,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,99,0,0,0,44,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,4,BanGhe
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,28,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,38,BanGhe
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,77,0,0,0,64,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,255,38,BanGhe
102,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,38,0,0,0,33,60,1,0,0,0,9,0,0,0,0,0,0,0,0,0,12,93,0,0,0,47,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,4,BanGhe
102,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,38,0,0,0,33,60,1,0,0,0,9,0,0,0,0,0,0,0,0,0,12,93,0,0,0,47,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,4,BanGhe
154,1,0,0,8,16,0,0,0,0,0,0,0,0,0,0,34,0,0,0,35,128,5,0,0,1,15,0,0,0,0,0,0,0,0,0,11,79,1,0,0,53,255,14,0,0,0,5,0,0,0,0,0,0,0,0,0,6,29,1,0,0,10,27,BanGhe
108,3,0,0,17,25,0,0,0,0,0,0,0,0,0,0,37,1,0,0,43,95,3,0,0,2,15,0,0,0,0,0,0,0,0,0,14,99,3,0,0,57,255,14,0,0,1,2,0,0,0,0,0,0,0,0,0,1,14,1,0,0,3,6,BanGhe
255,6,0,0,6,7,0,0,0,0,0,0,0,0,0,0,29,5,0,0,18,102,5,0,0,6,7,0,0,0,0,0,0,0,0,0,0,22,4,0,0,19,96,5,0,0,5,7,0,0,0,0,0,0,0,0,0,0,21,4,0,0,24,192,BanGhe
159,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,31,0,0,0,25,79,2,0,0,1,14,0,0,0,0,0,0,0,0,0,10,63,1,0,0,49,255,13,0,0,0,2,0,0,0,0,0,0,0,0,0,6,23,0,0,0,6,24,BanGhe
255,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,58,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,63,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,227,BanGhe
255,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,58,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,63,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,227,BanGhe
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,BanGhe
168,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0,37,1,0,0,27,101,4,0,0,3,16,0,0,0,0,0,0,0,0,0,9,69,4,0,0,54,255,17,0,0,2,6,0,0,0,0,0,0,0,0,0,7,34,2,0,0,12,30,BanGhe
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,19,0,0,7,92,55,0,0,0,0,0,0,0,0,0,0,0,0,0,6,170,151,0,0,1,206,255,BanGhe
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,79,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,63,0,0,0,98,208,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,174,0,0,0,255,66,BanGhe
255,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,4,45,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,44,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6,220,BanGhe
215,0,0,0,29,87,0,0,0,0,0,0,0,0,0,0,90,0,0,0,70,126,1,0,0,1,4,0,0,0,0,0,0,0,0,0,42,98,0,0,0,149,255,83,0,0,0,68,0,0,0,0,0,0,0,0,0,59,237,3,0,0,63,98,BanGhe
255,1,0,0,9,15,0,0,0,0,0,0,0,0,0,0,46,0,0,0,32,119,2,0,0,3,9,0,0,0,0,0,0,0,0,0,21,71,0,0,0,61,212,52,0,0,0,39,0,0,0,0,0,0,0,0,0,34,127,4,0,0,71,174,BanGhe
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,79,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,4,BanGhe
255,1,0,0,9,15,0,0,0,0,0,0,0,0,0,0,46,0,0,0,32,119,2,0,0,3,9,0,0,0,0,0,0,0,0,0,21,71,0,0,0,61,212,52,0,0,0,39,0,0,0,0,0,0,0,0,0,34,127,4,0,0,71,174,BanGhe
